,reaction_id,min_flux,max_flux
Gb1bin17_TF_uaccg_e_Gb1bin17_C_e,Gb1bin17_TF_uaccg_e_Gb1bin17_C_e,-0.1,0.0
Gb1bin17_TF_udcpp_e_Gb1bin17_C_e,Gb1bin17_TF_udcpp_e_Gb1bin17_C_e,-0.1,0.0
Gb1bin17_TF_ura_e_Gb1bin17_C_e,Gb1bin17_TF_ura_e_Gb1bin17_C_e,0.0,0.1
Gb1bin17_TF_val__L_e_Gb1bin17_C_e,Gb1bin17_TF_val__L_e_Gb1bin17_C_e,-0.423162,0.0
Gb1bin17_TF_xyl__D_e_Gb1bin17_C_e,Gb1bin17_TF_xyl__D_e_Gb1bin17_C_e,0.0,0.0
Gb1bin17_TF_zn2_e_Gb1bin17_C_e,Gb1bin17_TF_zn2_e_Gb1bin17_C_e,-0.00034100000000000796,0.0
Gb1bin17_TF_na1_e_Gb1bin17_C_e,Gb1bin17_TF_na1_e_Gb1bin17_C_e,0.0,0.0
Gb1bin17_TF_cd2_e_Gb1bin17_C_e,Gb1bin17_TF_cd2_e_Gb1bin17_C_e,0.0,0.0
Gb1bin17_TF_ni2_e_Gb1bin17_C_e,Gb1bin17_TF_ni2_e_Gb1bin17_C_e,0.0,0.0
EX__26dap__M_e_medium,EX__26dap__M_e_medium,-0.343161,0.0
EX__2obut_e_medium,EX__2obut_e_medium,-1000.0,0.0
EX_R_3hhxa_e_medium,EX_R_3hhxa_e_medium,-293.27398630612254,1000.0
EX_acmana_e_medium,EX_acmana_e_medium,-694.6323280000001,0.0
EX_ala_L_glu__L_e_medium,EX_ala_L_glu__L_e_medium,-851.2537107333334,0.0
EX_cd2_e_medium,EX_cd2_e_medium,0.0,0.0
EX_cell4_e_medium,EX_cell4_e_medium,0.0,249.87364275
EX_cit_e_medium,EX_cit_e_medium,-1000.0,1000.0
EX_cmp_e_medium,EX_cmp_e_medium,-1000.0,0.0
EX_co_e_medium,EX_co_e_medium,-1000.0,1000.0
EX_ddca_e_medium,EX_ddca_e_medium,-307.15315380881464,0.0
EX_etoh_e_medium,EX_etoh_e_medium,-1000.0,1000.0
EX_g3pg_e_medium,EX_g3pg_e_medium,-1000.0,0.0
EX_galct__D_e_medium,EX_galct__D_e_medium,-1000.0,0.0
EX_glc__D_e_medium,EX_glc__D_e_medium,-1000.0,0.0
EX_gly_asn__L_e_medium,EX_gly_asn__L_e_medium,-332.5811633461538,0.0
EX_gly_glu__L_e_medium,EX_gly_glu__L_e_medium,-913.1501890048794,0.0
EX_glyc_e_medium,EX_glyc_e_medium,-1000.0,1000.0
EX_gmp_e_medium,EX_gmp_e_medium,-1000.0,0.0
EX_gthrd_e_medium,EX_gthrd_e_medium,-1000.0,1000.0
EX_h2o2_e_medium,EX_h2o2_e_medium,-1000.0,1000.0
EX_indole_e_medium,EX_indole_e_medium,-1000.0,531.9271318333335
EX_mal__D_e_medium,EX_mal__D_e_medium,-970.6810544999997,0.0
EX_mal__L_e_medium,EX_mal__L_e_medium,-1000.0,888.896853762646
EX_malt_e_medium,EX_malt_e_medium,-1000.0,0.0
EX_n2o_e_medium,EX_n2o_e_medium,0.0,500.0
EX_nac_e_medium,EX_nac_e_medium,-332.9070899999999,1000.0
EX_ni2_e_medium,EX_ni2_e_medium,0.0,0.0
EX_no2_e_medium,EX_no2_e_medium,-1000.0,1000.0
EX_no_e_medium,EX_no_e_medium,-1000.0,0.0
EX_pacald_e_medium,EX_pacald_e_medium,-1000.0,1000.0
EX_pea_e_medium,EX_pea_e_medium,-1000.0,1000.0
EX_phe__L_e_medium,EX_phe__L_e_medium,-960.2183670000002,0.0
EX_pi_e_medium,EX_pi_e_medium,-979.6442448800001,1000.0
EX_ppa_e_medium,EX_ppa_e_medium,-979.7418964457147,0.0
EX_pro__L_e_medium,EX_pro__L_e_medium,-1000.0,0.0
EX_ptrc_e_medium,EX_ptrc_e_medium,-1000.0,795.2809832083332
EX_rib__D_e_medium,EX_rib__D_e_medium,-971.3542765000011,947.2919294761907
EX_rmn_e_medium,EX_rmn_e_medium,-896.6103837666669,0.0
EX_salchs4_e_medium,EX_salchs4_e_medium,0.0,970.3221407499994
EX_salchs4fe_e_medium,EX_salchs4fe_e_medium,-970.32214075,0.0
EX_sbt__D_e_medium,EX_sbt__D_e_medium,-1000.0,0.0
EX_so3_e_medium,EX_so3_e_medium,-1000.0,1000.0
EX_succ_e_medium,EX_succ_e_medium,-1000.0,1000.0
EX_tartr__D_e_medium,EX_tartr__D_e_medium,-1000.0,0.0
EX_tartr__L_e_medium,EX_tartr__L_e_medium,-1000.0,0.0
EX_tol_e_medium,EX_tol_e_medium,0.0,933.8136850000001
EX_tsul_e_medium,EX_tsul_e_medium,-1000.0,1000.0
EX_ttdcea_e_medium,EX_ttdcea_e_medium,-271.4321715978317,0.0
EX_tyr__L_e_medium,EX_tyr__L_e_medium,-411.6071204285714,0.0
EX_xyl__D_e_medium,EX_xyl__D_e_medium,-812.1854911999993,0.0
Gb1bin20_TF_2ameph_e_Gb1bin20_C_e,Gb1bin20_TF_2ameph_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_2mba_e_Gb1bin20_C_e,Gb1bin20_TF_2mba_e_Gb1bin20_C_e,0.0,1000.0
Gb1bin20_TF_2obut_e_Gb1bin20_C_e,Gb1bin20_TF_2obut_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_2pglyc_e_Gb1bin20_C_e,Gb1bin20_TF_2pglyc_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_3mba_e_Gb1bin20_C_e,Gb1bin20_TF_3mba_e_Gb1bin20_C_e,0.0,1000.0
Gb1bin20_TF_4abz_e_Gb1bin20_C_e,Gb1bin20_TF_4abz_e_Gb1bin20_C_e,-0.0006689999999999752,999.999331
Gb1bin20_TF_4ahmmp_e_Gb1bin20_C_e,Gb1bin20_TF_4ahmmp_e_Gb1bin20_C_e,-315.62679781562457,0.0
Gb1bin20_TF_4hba_e_Gb1bin20_C_e,Gb1bin20_TF_4hba_e_Gb1bin20_C_e,0.0,1000.0
Gb1bin20_TF_5mdru1p_e_Gb1bin20_C_e,Gb1bin20_TF_5mdru1p_e_Gb1bin20_C_e,0.0,1000.0
Gb1bin20_TF_5mtr_e_Gb1bin20_C_e,Gb1bin20_TF_5mtr_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_LalaDgluMdap_e_Gb1bin20_C_e,Gb1bin20_TF_LalaDgluMdap_e_Gb1bin20_C_e,-0.1,171.05004134418573
Gb1bin20_TF_acac_e_Gb1bin20_C_e,Gb1bin20_TF_acac_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_acald_e_Gb1bin20_C_e,Gb1bin20_TF_acald_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_actn__R_e_Gb1bin20_C_e,Gb1bin20_TF_actn__R_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_ala_L_asp__L_e_Gb1bin20_C_e,Gb1bin20_TF_ala_L_asp__L_e_Gb1bin20_C_e,-780.6733503931033,0.0
Gb1bin20_TF_ala__D_e_Gb1bin20_C_e,Gb1bin20_TF_ala__D_e_Gb1bin20_C_e,0.0,549.5132126178164
Gb1bin20_TF_alaala_e_Gb1bin20_C_e,Gb1bin20_TF_alaala_e_Gb1bin20_C_e,-628.2750766629391,0.0
Gb1bin20_TF_alathr_e_Gb1bin20_C_e,Gb1bin20_TF_alathr_e_Gb1bin20_C_e,-728.7437099772726,0.0
Gb1bin20_TF_amp_e_Gb1bin20_C_e,Gb1bin20_TF_amp_e_Gb1bin20_C_e,-998.9233620000002,0.0
Gb1bin20_TF_anhgm_e_Gb1bin20_C_e,Gb1bin20_TF_anhgm_e_Gb1bin20_C_e,0.0,215.01340147190948
Gb1bin20_TF_bhb_e_Gb1bin20_C_e,Gb1bin20_TF_bhb_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_bz_e_Gb1bin20_C_e,Gb1bin20_TF_bz_e_Gb1bin20_C_e,-1000.0,999.9999
Gb1bin20_TF_bzal_e_Gb1bin20_C_e,Gb1bin20_TF_bzal_e_Gb1bin20_C_e,-1000.0,999.9999
Gb1bin20_TF_ca2_e_Gb1bin20_C_e,Gb1bin20_TF_ca2_e_Gb1bin20_C_e,-0.005205,0.0
Gb1bin20_TF_cgly_e_Gb1bin20_C_e,Gb1bin20_TF_cgly_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_chol_e_Gb1bin20_C_e,Gb1bin20_TF_chol_e_Gb1bin20_C_e,0.0,686.1237341333335
Gb1bin20_TF_chols_e_Gb1bin20_C_e,Gb1bin20_TF_chols_e_Gb1bin20_C_e,-686.1237341333347,0.0
Gb1bin20_TF_chor_e_Gb1bin20_C_e,Gb1bin20_TF_chor_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_cit_e_Gb1bin20_C_e,Gb1bin20_TF_cit_e_Gb1bin20_C_e,0.0,1000.0
Gb1bin20_TF_citr__L_e_Gb1bin20_C_e,Gb1bin20_TF_citr__L_e_Gb1bin20_C_e,-327.51446184773204,0.0
Gb1bin20_TF_cl_e_Gb1bin20_C_e,Gb1bin20_TF_cl_e_Gb1bin20_C_e,-0.005205,0.0
Gb1bin20_TF_co2_e_Gb1bin20_C_e,Gb1bin20_TF_co2_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_coa_e_Gb1bin20_C_e,Gb1bin20_TF_coa_e_Gb1bin20_C_e,0.0,405.66407051724076
Gb1bin20_TF_cobalt2_e_Gb1bin20_C_e,Gb1bin20_TF_cobalt2_e_Gb1bin20_C_e,-0.0001,0.0
Gb1bin20_TF_cu2_e_Gb1bin20_C_e,Gb1bin20_TF_cu2_e_Gb1bin20_C_e,-0.000709,0.0
Gb1bin20_TF_cys__L_e_Gb1bin20_C_e,Gb1bin20_TF_cys__L_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_dha_e_Gb1bin20_C_e,Gb1bin20_TF_dha_e_Gb1bin20_C_e,-346.43938571052615,1000.0
Gb1bin20_TF_dhap_e_Gb1bin20_C_e,Gb1bin20_TF_dhap_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_dtmp_e_Gb1bin20_C_e,Gb1bin20_TF_dtmp_e_Gb1bin20_C_e,-0.026166,0.0
Gb1bin20_TF_fad_e_Gb1bin20_C_e,Gb1bin20_TF_fad_e_Gb1bin20_C_e,0.0,676.3870330775861
Gb1bin20_TF_fald_e_Gb1bin20_C_e,Gb1bin20_TF_fald_e_Gb1bin20_C_e,0.0,1000.0
Gb1bin20_TF_fe3_e_Gb1bin20_C_e,Gb1bin20_TF_fe3_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_fe3dcit_e_Gb1bin20_C_e,Gb1bin20_TF_fe3dcit_e_Gb1bin20_C_e,-72.38406661610486,0.0
Gb1bin20_TF_fe3pyovd_kt_e_Gb1bin20_C_e,Gb1bin20_TF_fe3pyovd_kt_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_for_e_Gb1bin20_C_e,Gb1bin20_TF_for_e_Gb1bin20_C_e,0.0,1000.0
Gb1bin20_TF_forglu_e_Gb1bin20_C_e,Gb1bin20_TF_forglu_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_fum_e_Gb1bin20_C_e,Gb1bin20_TF_fum_e_Gb1bin20_C_e,-999.704108,0.0
Gb1bin20_TF_g1p_e_Gb1bin20_C_e,Gb1bin20_TF_g1p_e_Gb1bin20_C_e,-500.0,0.0
Gb1bin20_TF_gcald_e_Gb1bin20_C_e,Gb1bin20_TF_gcald_e_Gb1bin20_C_e,0.0,175.60436956936806
Gb1bin20_TF_glcn_e_Gb1bin20_C_e,Gb1bin20_TF_glcn_e_Gb1bin20_C_e,0.0,817.5396946111116
Gb1bin20_TF_glu__L_e_Gb1bin20_C_e,Gb1bin20_TF_glu__L_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_gly_asn__L_e_Gb1bin20_C_e,Gb1bin20_TF_gly_asn__L_e_Gb1bin20_C_e,-0.241055,0.0
Gb1bin20_TF_glyb_e_Gb1bin20_C_e,Gb1bin20_TF_glyb_e_Gb1bin20_C_e,0.0,0.0
Gb1bin20_TF_glyphe_e_Gb1bin20_C_e,Gb1bin20_TF_glyphe_e_Gb1bin20_C_e,-277.8259178944445,0.0
Gb1bin20_TF_gmp_e_Gb1bin20_C_e,Gb1bin20_TF_gmp_e_Gb1bin20_C_e,-315.70573589027543,0.0
Gb1bin20_TF_gthrd_e_Gb1bin20_C_e,Gb1bin20_TF_gthrd_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_h2_e_Gb1bin20_C_e,Gb1bin20_TF_h2_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_h2o_e_Gb1bin20_C_e,Gb1bin20_TF_h2o_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_h2s_e_Gb1bin20_C_e,Gb1bin20_TF_h2s_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_h_e_Gb1bin20_C_e,Gb1bin20_TF_h_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_hcys__L_e_Gb1bin20_C_e,Gb1bin20_TF_hcys__L_e_Gb1bin20_C_e,-526.1840648663193,0.0
Gb1bin20_TF_hishis_e_Gb1bin20_C_e,Gb1bin20_TF_hishis_e_Gb1bin20_C_e,-0.047369,0.0
Gb1bin20_TF_hom__L_e_Gb1bin20_C_e,Gb1bin20_TF_hom__L_e_Gb1bin20_C_e,-796.9694601672323,0.0
Gb1bin20_TF_icit_e_Gb1bin20_C_e,Gb1bin20_TF_icit_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_id3acald_e_Gb1bin20_C_e,Gb1bin20_TF_id3acald_e_Gb1bin20_C_e,-0.056843,1000.0
Gb1bin20_TF_ile__L_e_Gb1bin20_C_e,Gb1bin20_TF_ile__L_e_Gb1bin20_C_e,-0.290529,0.0
Gb1bin20_TF_indole_e_Gb1bin20_C_e,Gb1bin20_TF_indole_e_Gb1bin20_C_e,-1000.0,531.9271318333335
Gb1bin20_TF_inost_e_Gb1bin20_C_e,Gb1bin20_TF_inost_e_Gb1bin20_C_e,0.0,1000.0
Gb1bin20_TF_k_e_Gb1bin20_C_e,Gb1bin20_TF_k_e_Gb1bin20_C_e,-0.195193,0.0
Gb1bin20_TF_leuleu_e_Gb1bin20_C_e,Gb1bin20_TF_leuleu_e_Gb1bin20_C_e,-0.2252655,0.0
Gb1bin20_TF_lys__L_e_Gb1bin20_C_e,Gb1bin20_TF_lys__L_e_Gb1bin20_C_e,-0.343161,0.0
Gb1bin20_TF_mal__L_e_Gb1bin20_C_e,Gb1bin20_TF_mal__L_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_man1p_e_Gb1bin20_C_e,Gb1bin20_TF_man1p_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_meoh_e_Gb1bin20_C_e,Gb1bin20_TF_meoh_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_met__D_e_Gb1bin20_C_e,Gb1bin20_TF_met__D_e_Gb1bin20_C_e,-594.7917781785713,0.0
Gb1bin20_TF_metsox_R__L_e_Gb1bin20_C_e,Gb1bin20_TF_metsox_R__L_e_Gb1bin20_C_e,-636.7179600063026,0.0
Gb1bin20_TF_mg2_e_Gb1bin20_C_e,Gb1bin20_TF_mg2_e_Gb1bin20_C_e,-0.008675,0.0
Gb1bin20_TF_mn2_e_Gb1bin20_C_e,Gb1bin20_TF_mn2_e_Gb1bin20_C_e,-0.000691,0.0
Gb1bin20_TF_mobd_e_Gb1bin20_C_e,Gb1bin20_TF_mobd_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_nac_e_Gb1bin20_C_e,Gb1bin20_TF_nac_e_Gb1bin20_C_e,-332.9070899999999,999.997722
Gb1bin20_TF_ncam_e_Gb1bin20_C_e,Gb1bin20_TF_ncam_e_Gb1bin20_C_e,0.0,332.90481199999925
Gb1bin20_TF_nh4_e_Gb1bin20_C_e,Gb1bin20_TF_nh4_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_no3_e_Gb1bin20_C_e,Gb1bin20_TF_no3_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_o2_e_Gb1bin20_C_e,Gb1bin20_TF_o2_e_Gb1bin20_C_e,-1000.0,87.10408914505717
Gb1bin20_TF_ocdcea_e_Gb1bin20_C_e,Gb1bin20_TF_ocdcea_e_Gb1bin20_C_e,0.0,125.0
Gb1bin20_TF_pea_e_Gb1bin20_C_e,Gb1bin20_TF_pea_e_Gb1bin20_C_e,0.0,0.0
Gb1bin20_TF_pheme_e_Gb1bin20_C_e,Gb1bin20_TF_pheme_e_Gb1bin20_C_e,-163.55720282905983,74.03354514750957
Gb1bin20_TF_pi_e_Gb1bin20_C_e,Gb1bin20_TF_pi_e_Gb1bin20_C_e,0.0,1000.0
Gb1bin20_TF_pnto__R_e_Gb1bin20_C_e,Gb1bin20_TF_pnto__R_e_Gb1bin20_C_e,-405.66464651724084,0.0
Gb1bin20_TF_pro__L_e_Gb1bin20_C_e,Gb1bin20_TF_pro__L_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_progly_e_Gb1bin20_C_e,Gb1bin20_TF_progly_e_Gb1bin20_C_e,-956.730855787129,0.0
Gb1bin20_TF_ptrc_e_Gb1bin20_C_e,Gb1bin20_TF_ptrc_e_Gb1bin20_C_e,-636.5640510063029,0.0
Gb1bin20_TF_pydxn_e_Gb1bin20_C_e,Gb1bin20_TF_pydxn_e_Gb1bin20_C_e,0.0,526.6842036055045
Gb1bin20_TF_pyovd_kt_e_Gb1bin20_C_e,Gb1bin20_TF_pyovd_kt_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_raffin_e_Gb1bin20_C_e,Gb1bin20_TF_raffin_e_Gb1bin20_C_e,-877.7971795000002,0.0
Gb1bin20_TF_ribflv_e_Gb1bin20_C_e,Gb1bin20_TF_ribflv_e_Gb1bin20_C_e,-676.3874790775864,0.0
Gb1bin20_TF_rmn_e_Gb1bin20_C_e,Gb1bin20_TF_rmn_e_Gb1bin20_C_e,0.0,0.0
Gb1bin20_TF_s_e_Gb1bin20_C_e,Gb1bin20_TF_s_e_Gb1bin20_C_e,-1000.0,1000.0
Gb1bin20_TF_salchs4_e_Gb1bin20_C_e,Gb1bin20_TF_salchs4_e_Gb1bin20_C_e,0.0,73.20652410037891
Gb1bin20_TF_salchs4fe_e_Gb1bin20_C_e,Gb1bin20_TF_salchs4fe_e_Gb1bin20_C_e,-73.20652410037879,0.0
Gb1bin20_TF_sbt__D_e_Gb1bin20_C_e,Gb1bin20_TF_sbt__D_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_sel_e_Gb1bin20_C_e,Gb1bin20_TF_sel_e_Gb1bin20_C_e,-925.003866759259,0.0
Gb1bin20_TF_slnt_e_Gb1bin20_C_e,Gb1bin20_TF_slnt_e_Gb1bin20_C_e,0.0,925.0038667592595
Gb1bin20_TF_spmd_e_Gb1bin20_C_e,Gb1bin20_TF_spmd_e_Gb1bin20_C_e,0.0,636.5640510063026
Gb1bin20_TF_succ_e_Gb1bin20_C_e,Gb1bin20_TF_succ_e_Gb1bin20_C_e,-999.704108,0.0
Gb1bin20_TF_tartr__D_e_Gb1bin20_C_e,Gb1bin20_TF_tartr__D_e_Gb1bin20_C_e,-1000.0,0.0
Gb1bin20_TF_thm_e_Gb1bin20_C_e,Gb1bin20_TF_thm_e_Gb1bin20_C_e,0.0,315.62657481562496
Gb1bin20_TF_tol_e_Gb1bin20_C_e,Gb1bin20_TF_tol_e_Gb1bin20_C_e,0.0,0.0
Gb1bin20_TF_udcpp_e_Gb1bin20_C_e,Gb1bin20_TF_udcpp_e_Gb1bin20_C_e,-0.1,0.0
Gb1bin20_TF_ump_e_Gb1bin20_C_e,Gb1bin20_TF_ump_e_Gb1bin20_C_e,-0.33079499999999995,0.0
Gb1bin20_TF_val__L_e_Gb1bin20_C_e,Gb1bin20_TF_val__L_e_Gb1bin20_C_e,-0.423162,0.0
Gb1bin20_TF_xan_e_Gb1bin20_C_e,Gb1bin20_TF_xan_e_Gb1bin20_C_e,0.0,998.714436
Gb1bin20_TF_xyl__D_e_Gb1bin20_C_e,Gb1bin20_TF_xyl__D_e_Gb1bin20_C_e,0.0,0.0
Gb1bin20_TF_zn2_e_Gb1bin20_C_e,Gb1bin20_TF_zn2_e_Gb1bin20_C_e,-0.000341,0.0
Gb1bin20_TF_na1_e_Gb1bin20_C_e,Gb1bin20_TF_na1_e_Gb1bin20_C_e,0.0,0.0
Gb1bin20_TF_novbcn_e_Gb1bin20_C_e,Gb1bin20_TF_novbcn_e_Gb1bin20_C_e,0.0,0.0
EX__2ameph_e_medium,EX__2ameph_e_medium,-1000.0,0.0
EX__2mba_e_medium,EX__2mba_e_medium,0.0,1000.0
EX__2pglyc_e_medium,EX__2pglyc_e_medium,-1000.0,0.0
EX__3mba_e_medium,EX__3mba_e_medium,0.0,1000.0
EX__4abz_e_medium,EX__4abz_e_medium,-0.0006690000000000029,1000.0
EX__4ahmmp_e_medium,EX__4ahmmp_e_medium,-315.6267978156251,0.0
EX__4hba_e_medium,EX__4hba_e_medium,-1000.0,1000.0
EX__5mdru1p_e_medium,EX__5mdru1p_e_medium,0.0,1000.0
EX__5mtr_e_medium,EX__5mtr_e_medium,-1000.0,0.0
EX_LalaDgluMdap_e_medium,EX_LalaDgluMdap_e_medium,-355.6879762155555,970.7032865833335
EX_acac_e_medium,EX_acac_e_medium,-1000.0,1000.0
EX_actn__R_e_medium,EX_actn__R_e_medium,-1000.0,1000.0
EX_ala_L_asp__L_e_medium,EX_ala_L_asp__L_e_medium,-798.9769664375006,0.0
EX_ala__D_e_medium,EX_ala__D_e_medium,0.0,1000.0
EX_alathr_e_medium,EX_alathr_e_medium,-728.7437099772728,0.0
EX_amp_e_medium,EX_amp_e_medium,-1000.0,0.0
EX_bhb_e_medium,EX_bhb_e_medium,-1000.0,1000.0
EX_bzal_e_medium,EX_bzal_e_medium,-1000.0,999.9999
EX_chol_e_medium,EX_chol_e_medium,-1000.0,1000.0
EX_chols_e_medium,EX_chols_e_medium,-1000.0,0.0
EX_citr__L_e_medium,EX_citr__L_e_medium,-1000.0,0.0
EX_cys__L_e_medium,EX_cys__L_e_medium,-1000.0,1000.0
EX_dha_e_medium,EX_dha_e_medium,-346.43938571052604,1000.0
EX_fad_e_medium,EX_fad_e_medium,0.0,999.9995539999999
EX_fald_e_medium,EX_fald_e_medium,0.0,1000.0
EX_fe3dcit_e_medium,EX_fe3dcit_e_medium,-470.6279474333333,0.0
EX_forglu_e_medium,EX_forglu_e_medium,-1000.0,1000.0
EX_g1p_e_medium,EX_g1p_e_medium,-500.0,0.0
EX_gcald_e_medium,EX_gcald_e_medium,0.0,1000.0
EX_glcn_e_medium,EX_glcn_e_medium,0.0,1000.0
EX_glyb_e_medium,EX_glyb_e_medium,-889.390684549678,1000.0
EX_glyphe_e_medium,EX_glyphe_e_medium,-471.759043134921,0.0
EX_h2_e_medium,EX_h2_e_medium,-1000.0,1000.0
EX_hcys__L_e_medium,EX_hcys__L_e_medium,-526.1840648663195,0.0
EX_hishis_e_medium,EX_hishis_e_medium,-500.047369,0.0
EX_hom__L_e_medium,EX_hom__L_e_medium,-1000.0,703.1167010571373
EX_icit_e_medium,EX_icit_e_medium,-1000.0,0.0
EX_id3acald_e_medium,EX_id3acald_e_medium,-1000.0,1000.0
EX_inost_e_medium,EX_inost_e_medium,-896.6103837666666,1000.0
EX_leuleu_e_medium,EX_leuleu_e_medium,-488.6506037999997,0.0
EX_man1p_e_medium,EX_man1p_e_medium,-1000.0,1000.0
EX_meoh_e_medium,EX_meoh_e_medium,-1000.0,1000.0
EX_met__D_e_medium,EX_met__D_e_medium,-848.7308759666669,1000.0
EX_metsox_R__L_e_medium,EX_metsox_R__L_e_medium,-636.7179600063023,0.0
EX_mobd_e_medium,EX_mobd_e_medium,-1000.0,0.0
EX_ncam_e_medium,EX_ncam_e_medium,-1000.0,999.9977220000023
EX_no3_e_medium,EX_no3_e_medium,-1000.0,0.0
EX_novbcn_e_medium,EX_novbcn_e_medium,0.0,0.0
EX_ocdcea_e_medium,EX_ocdcea_e_medium,-293.27398630612225,328.1600262499987
EX_pheme_e_medium,EX_pheme_e_medium,-168.21387940401078,105.4033191988637
EX_pnto__R_e_medium,EX_pnto__R_e_medium,-405.66464651724124,771.6816173703702
EX_progly_e_medium,EX_progly_e_medium,-1000.0,0.0
EX_pydxn_e_medium,EX_pydxn_e_medium,0.0,814.3482917883207
EX_raffin_e_medium,EX_raffin_e_medium,-1000.0,0.0
EX_s_e_medium,EX_s_e_medium,-1000.0,1000.0
EX_sel_e_medium,EX_sel_e_medium,-1000.0,0.0
EX_slnt_e_medium,EX_slnt_e_medium,0.0,1000.0
EX_spmd_e_medium,EX_spmd_e_medium,-420.94890422733283,959.9746324166671
EX_xan_e_medium,EX_xan_e_medium,-342.83819142307686,1000.0
Gb1bin43_TF_25dkglcn_e_Gb1bin43_C_e,Gb1bin43_TF_25dkglcn_e_Gb1bin43_C_e,-1000.0,0.0
Gb1bin43_TF_26dap__M_e_Gb1bin43_C_e,Gb1bin43_TF_26dap__M_e_Gb1bin43_C_e,-0.343161,0.0
Gb1bin43_TF_3oxoadp_e_Gb1bin43_C_e,Gb1bin43_TF_3oxoadp_e_Gb1bin43_C_e,-463.5621073870966,0.0
Gb1bin43_TF_4abz_e_Gb1bin43_C_e,Gb1bin43_TF_4abz_e_Gb1bin43_C_e,0.0,754.2640741111104
Gb1bin43_TF_4ahmmp_e_Gb1bin43_C_e,Gb1bin43_TF_4ahmmp_e_Gb1bin43_C_e,-31.564784975877213,0.0
Gb1bin43_TF_4hba_e_Gb1bin43_C_e,Gb1bin43_TF_4hba_e_Gb1bin43_C_e,0.0,31.564784975877174
Gb1bin43_TF_5dglcn_e_Gb1bin43_C_e,Gb1bin43_TF_5dglcn_e_Gb1bin43_C_e,-109.69888209160304,1000.0
Gb1bin43_TF_5mcsn_e_Gb1bin43_C_e,Gb1bin43_TF_5mcsn_e_Gb1bin43_C_e,-1000.0,0.0
Gb1bin43_TF_LalaDgluMdapDala_e_Gb1bin43_C_e,Gb1bin43_TF_LalaDgluMdapDala_e_Gb1bin43_C_e,-0.1,0.0
Gb1bin43_TF_R_3hcmrs7e_e_Gb1bin43_C_e,Gb1bin43_TF_R_3hcmrs7e_e_Gb1bin43_C_e,-293.27398630612214,681.5802285765303
Gb1bin43_TF_R_3hhxa_e_Gb1bin43_C_e,Gb1bin43_TF_R_3hhxa_e_Gb1bin43_C_e,-293.27398630612214,1000.0
Gb1bin43_TF_abg4_e_Gb1bin43_C_e,Gb1bin43_TF_abg4_e_Gb1bin43_C_e,-754.2640741111109,0.0
Gb1bin43_TF_acald_e_Gb1bin43_C_e,Gb1bin43_TF_acald_e_Gb1bin43_C_e,-1000.0,1000.0
Gb1bin43_TF_actn__R_e_Gb1bin43_C_e,Gb1bin43_TF_actn__R_e_Gb1bin43_C_e,-513.2294760357145,513.2294760357141
Gb1bin43_TF_ad_e_Gb1bin43_C_e,Gb1bin43_TF_ad_e_Gb1bin43_C_e,-293.27398630612225,0.0
Gb1bin43_TF_ala_L_asp__L_e_Gb1bin43_C_e,Gb1bin43_TF_ala_L_asp__L_e_Gb1bin43_C_e,-199.62718723611064,0.0
